#    distance   alpha.water
  0.000159159             1
   0.00015966             1
   0.00016016             1
  0.000160661             1
  0.000161161             1
  0.000161662             1
  0.000162162             1
  0.000162663             1
  0.000163163             1
  0.000163664             1
  0.000164164             1
  0.000164665             1
  0.000165165             1
  0.000165666             1
  0.000166166             1
  0.000166667             1
  0.000167167             1
  0.000167668             1
  0.000168168             1
  0.000168669             1
  0.000169169             1
   0.00016967             1
   0.00017017             1
  0.000170671             1
  0.000171171             1
  0.000171672             1
  0.000172172             1
  0.000172673             1
  0.000173173             1
  0.000173674             1
  0.000174174             1
  0.000174675             1
  0.000175175             1
  0.000175676             1
  0.000176176             1
  0.000176677             1
  0.000177177             1
  0.000177678             1
  0.000178178             1
  0.000178679             1
  0.000179179             1
   0.00017968             1
   0.00018018             1
  0.000180681             1
  0.000181181             1
  0.000181682             1
  0.000182182             1
  0.000182683             1
  0.000183183             1
  0.000183684             1
  0.000184184             1
  0.000184685             1
  0.000185185             1
  0.000185686             1
  0.000186186             1
  0.000186687             1
  0.000187187             1
  0.000187688             1
  0.000188188             1
  0.000188689             1
  0.000189189             1
   0.00018969             1
   0.00019019             1
  0.000190691             1
  0.000191191             1
  0.000191692             1
  0.000192192             1
  0.000192693             1
  0.000193193             1
  0.000193694             1
  0.000194194             1
  0.000194695             1
  0.000195195             1
  0.000195696             1
  0.000196196             1
  0.000196697             1
  0.000197197             1
  0.000197698             1
  0.000198198      0.942432
  0.000198699      0.822312
  0.000199199      0.702192
    0.0001997      0.582072
    0.0002002      0.441952
  0.000200701      0.321832
  0.000201201      0.201712
  0.000201702     0.0815916
  0.000202202             0
  0.000202703             0
  0.000203203             0
  0.000203704             0
  0.000204204             0
  0.000204705             0
  0.000205205             0
  0.000205706             0
  0.000206206             0
  0.000206707             0
  0.000207207             0
  0.000207708             0
  0.000208208             0
  0.000208709             0
  0.000209209             0
   0.00020971             0
   0.00021021             0
  0.000210711             0
  0.000211211             0
  0.000211712             0
  0.000212212             0
  0.000212713             0
  0.000213213             0
  0.000213714             0
  0.000214214             0
  0.000214715             0
  0.000215215             0
  0.000215716             0
  0.000216216             0
  0.000216717             0
  0.000217217             0
  0.000217718             0
  0.000218218             0
  0.000218719             0
  0.000219219             0
   0.00021972             0
   0.00022022             0
  0.000220721             0
  0.000221221             0
  0.000221722             0
  0.000222222             0
  0.000222723             0
  0.000223223             0
  0.000223724             0
  0.000224224             0
  0.000224725             0
  0.000225225             0
  0.000225726             0
  0.000226226             0
  0.000226727             0
  0.000227227             0
  0.000227728             0
  0.000228228             0
  0.000228729             0
  0.000229229             0
   0.00022973             0
   0.00023023             0
  0.000230731             0
  0.000231231             0
  0.000231732             0
  0.000232232             0
  0.000232733             0
  0.000233233             0
  0.000233734             0
  0.000234234             0
  0.000234735             0
  0.000235235             0
  0.000235736             0
  0.000236236             0
  0.000236737             0
  0.000237237             0
  0.000237738             0
  0.000238238             0
  0.000238739             0
  0.000239239             0
   0.00023974             0
   0.00024024             0
  0.000240741             0
  0.000241241             0
  0.000241742             0
  0.000242242             0
  0.000242743             0
  0.000243243             0
  0.000243744             0
  0.000244244             0
  0.000244745             0
  0.000245245             0
  0.000245746             0
  0.000246246             0
  0.000246747             0
  0.000247247             0
  0.000247748             0
  0.000248248             0
  0.000248749             0
  0.000249249             0
   0.00024975             0
   0.00025025             0
  0.000250751             0
  0.000251251             0
  0.000251752             0
  0.000252252             0
  0.000252753             0
  0.000253253             0
  0.000253754             0
  0.000254254             0
  0.000254755             0
  0.000255255             0
  0.000255756             0
  0.000256256             0
  0.000256757             0
  0.000257257             0
  0.000257758             0
  0.000258258             0
  0.000258759             0
  0.000259259             0
   0.00025976             0
   0.00026026             0
  0.000260761             0
  0.000261261             0
  0.000261762             0
  0.000262262             0
  0.000262763             0
  0.000263263             0
  0.000263764             0
  0.000264264             0
  0.000264765             0
  0.000265265             0
  0.000265766             0
  0.000266266             0
  0.000266767             0
  0.000267267             0
  0.000267768             0
  0.000268268             0
  0.000268769             0
  0.000269269             0
   0.00026977             0
   0.00027027             0
  0.000270771             0
  0.000271271             0
  0.000271772             0
  0.000272272             0
  0.000272773             0
  0.000273273             0
  0.000273774             0
  0.000274274             0
  0.000274775             0
  0.000275275             0
  0.000275776             0
  0.000276276             0
  0.000276777             0
  0.000277277             0
  0.000277778             0
  0.000278278             0
  0.000278779             0
  0.000279279             0
   0.00027978             0
   0.00028028             0
  0.000280781             0
  0.000281281             0
  0.000281782             0
  0.000282282             0
  0.000282783             0
  0.000283283             0
  0.000283784             0
  0.000284284             0
  0.000284785             0
  0.000285285             0
  0.000285786             0
  0.000286286             0
  0.000286787             0
  0.000287287             0
  0.000287788             0
  0.000288288             0
  0.000288789             0
  0.000289289             0
   0.00028979             0
   0.00029029             0
  0.000290791             0
  0.000291291             0
  0.000291792             0
  0.000292292             0
  0.000292793             0
  0.000293293             0
  0.000293794             0
  0.000294294             0
  0.000294795             0
  0.000295295             0
  0.000295796             0
  0.000296296             0
  0.000296797             0
  0.000297297             0
  0.000297798             0
  0.000298298             0
  0.000298799             0
  0.000299299             0
    0.0002998             0
    0.0003003             0
  0.000300801             0
  0.000301301             0
  0.000301802             0
  0.000302302             0
  0.000302803             0
  0.000303303             0
  0.000303804             0
  0.000304304             0
  0.000304805             0
  0.000305305             0
  0.000305806             0
  0.000306306             0
  0.000306807             0
  0.000307307             0
  0.000307808             0
  0.000308308             0
  0.000308809             0
  0.000309309             0
   0.00030981             0
   0.00031031             0
  0.000310811             0
  0.000311311             0
  0.000311812             0
  0.000312312             0
  0.000312813             0
  0.000313313             0
  0.000313814             0
  0.000314314             0
  0.000314815             0
  0.000315315             0
  0.000315816             0
  0.000316316             0
  0.000316817             0
  0.000317317             0
  0.000317818             0
  0.000318318             0
  0.000318819             0
  0.000319319             0
   0.00031982             0
   0.00032032             0
  0.000320821             0
  0.000321321             0
  0.000321822             0
  0.000322322             0
  0.000322823             0
  0.000323323             0
  0.000323824             0
  0.000324324             0
  0.000324825             0
  0.000325325             0
  0.000325826             0
  0.000326326             0
  0.000326827             0
  0.000327327             0
  0.000327828             0
  0.000328328             0
  0.000328829             0
  0.000329329             0
   0.00032983             0
   0.00033033             0
  0.000330831             0
  0.000331331             0
  0.000331832             0
  0.000332332             0
  0.000332833             0
  0.000333333             0
  0.000333834             0
  0.000334334             0
  0.000334835             0
  0.000335335             0
  0.000335836             0
  0.000336336             0
  0.000336837             0
  0.000337337             0
  0.000337838             0
  0.000338338             0
  0.000338839             0
  0.000339339             0
   0.00033984             0
   0.00034034             0
  0.000340841             0
  0.000341341             0
  0.000341842             0
  0.000342342             0
  0.000342843             0
  0.000343343             0
  0.000343844             0
  0.000344344             0
  0.000344845             0
  0.000345345             0
  0.000345846             0
  0.000346346             0
  0.000346847             0
  0.000347347             0
  0.000347848             0
  0.000348348             0
  0.000348849             0
  0.000349349             0
   0.00034985             0
   0.00035035             0
  0.000350851             0
  0.000351351             0
  0.000351852             0
  0.000352352             0
  0.000352853             0
  0.000353353             0
  0.000353854             0
  0.000354354             0
  0.000354855             0
  0.000355355             0
  0.000355856             0
  0.000356356             0
  0.000356857             0
  0.000357357             0
  0.000357858             0
  0.000358358             0
  0.000358859             0
  0.000359359             0
   0.00035986             0
   0.00036036             0
  0.000360861             0
  0.000361361             0
  0.000361862             0
  0.000362362             0
  0.000362863             0
  0.000363363             0
  0.000363864             0
  0.000364364             0
  0.000364865             0
  0.000365365             0
  0.000365866             0
  0.000366366             0
  0.000366867             0
  0.000367367             0
  0.000367868             0
  0.000368368             0
  0.000368869             0
  0.000369369             0
   0.00036987             0
   0.00037037             0
  0.000370871             0
  0.000371371             0
  0.000371872             0
  0.000372372             0
  0.000372873             0
  0.000373373             0
  0.000373874             0
  0.000374374             0
  0.000374875             0
  0.000375375             0
  0.000375876             0
  0.000376376             0
  0.000376877             0
  0.000377377             0
  0.000377878             0
  0.000378378             0
  0.000378879             0
  0.000379379             0
   0.00037988             0
   0.00038038             0
  0.000380881             0
  0.000381381             0
  0.000381882             0
  0.000382382             0
  0.000382883             0
  0.000383383             0
  0.000383884             0
  0.000384384             0
  0.000384885             0
  0.000385385             0
  0.000385886             0
  0.000386386             0
  0.000386887             0
  0.000387387             0
  0.000387888             0
  0.000388388             0
  0.000388889             0
  0.000389389             0
   0.00038989             0
   0.00039039             0
  0.000390891             0
  0.000391391             0
  0.000391892             0
  0.000392392             0
  0.000392893             0
  0.000393393             0
  0.000393894             0
  0.000394394             0
  0.000394895             0
  0.000395395             0
  0.000395896             0
  0.000396396             0
  0.000396897             0
  0.000397397             0
  0.000397898             0
  0.000398398             0
  0.000398899             0
  0.000399399             0
    0.0003999             0
    0.0004004             0
  0.000400901             0
  0.000401401             0
  0.000401902             0
  0.000402402             0
  0.000402903             0
  0.000403403             0
  0.000403904             0
  0.000404404             0
  0.000404905             0
  0.000405405             0
  0.000405906             0
  0.000406406             0
  0.000406907             0
  0.000407407             0
  0.000407908             0
  0.000408408             0
  0.000408909             0
  0.000409409             0
   0.00040991             0
   0.00041041             0
  0.000410911             0
  0.000411411             0
  0.000411912             0
  0.000412412             0
  0.000412913             0
  0.000413413             0
  0.000413914             0
  0.000414414             0
  0.000414915             0
  0.000415415             0
  0.000415916             0
  0.000416416             0
  0.000416917             0
  0.000417417             0
  0.000417918             0
  0.000418418             0
  0.000418919             0
  0.000419419             0
   0.00041992             0
   0.00042042             0
  0.000420921             0
  0.000421421             0
  0.000421922             0
  0.000422422             0
  0.000422923             0
  0.000423423             0
  0.000423924             0
  0.000424424             0
  0.000424925             0
  0.000425425             0
  0.000425926             0
  0.000426426             0
  0.000426927             0
  0.000427427             0
  0.000427928             0
  0.000428428             0
  0.000428929             0
  0.000429429             0
   0.00042993             0
   0.00043043             0
  0.000430931             0
  0.000431431             0
  0.000431932             0
  0.000432432             0
  0.000432933             0
  0.000433433             0
  0.000433934             0
  0.000434434             0
  0.000434935             0
  0.000435435             0
  0.000435936             0
  0.000436436             0
  0.000436937             0
  0.000437437             0
  0.000437938             0
  0.000438438             0
  0.000438939             0
  0.000439439             0
   0.00043994             0
   0.00044044             0
  0.000440941             0
  0.000441441             0
  0.000441942             0
  0.000442442             0
  0.000442943             0
  0.000443443             0
  0.000443944             0
  0.000444444             0
  0.000444945             0
  0.000445445             0
  0.000445946             0
  0.000446446             0
  0.000446947             0
  0.000447447             0
  0.000447948             0
  0.000448448             0
  0.000448949             0
  0.000449449             0
   0.00044995             0
   0.00045045             0
  0.000450951             0
  0.000451451             0
  0.000451952             0
  0.000452452             0
  0.000452953             0
  0.000453453             0
  0.000453954             0
  0.000454454             0
  0.000454955             0
  0.000455455             0
  0.000455956             0
  0.000456456             0
  0.000456957             0
  0.000457457             0
  0.000457958             0
  0.000458458             0
  0.000458959             0
  0.000459459             0
   0.00045996             0
   0.00046046             0
  0.000460961             0
  0.000461461             0
  0.000461962             0
  0.000462462             0
  0.000462963             0
  0.000463463             0
  0.000463964             0
  0.000464464             0
  0.000464965             0
  0.000465465             0
  0.000465966             0
  0.000466466             0
  0.000466967             0
  0.000467467             0
  0.000467968             0
  0.000468468             0
  0.000468969             0
  0.000469469             0
   0.00046997             0
   0.00047047             0
  0.000470971             0
  0.000471471             0
  0.000471972             0
  0.000472472             0
  0.000472973             0
  0.000473473             0
  0.000473974             0
  0.000474474             0
  0.000474975             0
  0.000475475             0
  0.000475976             0
  0.000476476             0
  0.000476977             0
  0.000477477             0
  0.000477978             0
  0.000478478             0
  0.000478979             0
  0.000479479             0
   0.00047998             0
   0.00048048             0
  0.000480981             0
  0.000481481             0
  0.000481982             0
  0.000482482             0
  0.000482983             0
  0.000483483             0
  0.000483984             0
  0.000484484             0
  0.000484985             0
  0.000485485             0
  0.000485986             0
  0.000486486             0
  0.000486987             0
  0.000487487             0
  0.000487988             0
  0.000488488             0
  0.000488989             0
  0.000489489             0
   0.00048999             0
   0.00049049             0
  0.000490991             0
  0.000491491             0
  0.000491992             0
  0.000492492             0
  0.000492993             0
  0.000493493             0
  0.000493994             0
  0.000494494             0
  0.000494995             0
  0.000495495             0
  0.000495996             0
  0.000496496             0
  0.000496997             0
  0.000497497             0
  0.000497998             0
  0.000498498             0
  0.000498999             0
  0.000499499             0
       0.0005             0
